Source,Target,Author
11335,6806,H. V. Jagadish
7377,11653,Joseph M. Hellerstein
11449,7462,Richard T. Snodgrass
8106,7831,Michael J. Franklin
10600,6914,Kenneth A. Ross
11617,8123,Laks V. S. Lakshmanan
9442,11497,Michael J. Carey
8434,10822,David J. DeWitt
3909,2945,Hector Garcia-Molina
2125,5042,Surajit Chaudhuri
4339,5308,H. V. Jagadish
4717,2138,Joseph M. Hellerstein
4589,1765,Jennifer Widom
10527,10052,Hector Garcia-Molina
10938,8792,Jennifer Widom
10477,8899,Dan Suciu
10822,9180,Jeffrey F. Naughton
8297,9432,Rajeev Rastogi
8637,9816,Surajit Chaudhuri
6102,8123,Divesh Srivastava
11335,10519,H. V. Jagadish
7377,7563,Joseph M. Hellerstein
11449,10026,Richard T. Snodgrass
8106,6681,Michael J. Franklin
10600,10371,Kenneth A. Ross
11617,10301,Laks V. S. Lakshmanan
9442,11116,Michael J. Carey
8434,11335,David J. DeWitt
3909,4994,Hector Garcia-Molina
2125,819,Surajit Chaudhuri
4339,445,H. V. Jagadish
4717,732,Joseph M. Hellerstein
4589,3813,Jennifer Widom
10527,8006,Hector Garcia-Molina
10938,8286,Jennifer Widom
10477,7241,Dan Suciu
10822,11105,Jeffrey F. Naughton
8297,6873,Rajeev Rastogi
8637,11482,Surajit Chaudhuri
6102,10555,Divesh Srivastava
11335,6174,H. V. Jagadish
7377,9739,Joseph M. Hellerstein
11449,8493,Richard T. Snodgrass
8106,7707,Michael J. Franklin
10600,7685,Kenneth A. Ross
11617,7104,Laks V. S. Lakshmanan
9442,8433,Michael J. Carey
8434,9294,David J. DeWitt
3909,5634,Hector Garcia-Molina
2125,2100,Surajit Chaudhuri
4339,1855,H. V. Jagadish
4717,1895,Joseph M. Hellerstein
4589,1129,Jennifer Widom
10527,7879,Hector Garcia-Molina
10938,6258,Jennifer Widom
10477,9550,Dan Suciu
10822,7143,Jeffrey F. Naughton
8297,9434,Rajeev Rastogi
8637,7652,Surajit Chaudhuri
6102,10429,Divesh Srivastava
11335,6945,H. V. Jagadish
7377,9107,Joseph M. Hellerstein
11449,11441,Richard T. Snodgrass
8106,10269,Michael J. Franklin
10600,10125,Kenneth A. Ross
11617,8897,Laks V. S. Lakshmanan
9442,8434,Michael J. Carey
8434,6739,David J. DeWitt
3909,261,Hector Garcia-Molina
2125,1722,Surajit Chaudhuri
4339,5183,H. V. Jagadish
4717,3432,Joseph M. Hellerstein
4589,2283,Jennifer Widom
10527,9927,Hector Garcia-Molina
10938,9202,Jennifer Widom
10477,8785,Dan Suciu
10822,8434,Jeffrey F. Naughton
8297,7647,Rajeev Rastogi
8637,11631,Surajit Chaudhuri
6102,7104,Divesh Srivastava
11335,10919,H. V. Jagadish
7377,6934,Joseph M. Hellerstein
11449,11255,Richard T. Snodgrass
8106,9379,Michael J. Franklin
10600,10127,Kenneth A. Ross
11617,11587,Laks V. S. Lakshmanan
9442,9970,Michael J. Carey
8434,8533,David J. DeWitt
3909,5253,Hector Garcia-Molina
2125,4667,Surajit Chaudhuri
4339,1097,H. V. Jagadish
4717,2283,Joseph M. Hellerstein
4589,4715,Jennifer Widom
10527,11335,Hector Garcia-Molina
10938,9207,Jennifer Widom
10477,7764,Dan Suciu
10822,10100,Jeffrey F. Naughton
8297,6880,Rajeev Rastogi
8637,10484,Surajit Chaudhuri
6102,10821,Divesh Srivastava
11335,10025,H. V. Jagadish
7377,10648,Joseph M. Hellerstein
11449,8116,Richard T. Snodgrass
8106,8869,Michael J. Franklin
10600,8220,Kenneth A. Ross
11617,8391,Laks V. S. Lakshmanan
9442,8692,Michael J. Carey
8434,7766,David J. DeWitt
3909,265,Hector Garcia-Molina
2125,1092,Surajit Chaudhuri
4339,2892,H. V. Jagadish
4717,5099,Joseph M. Hellerstein
4589,877,Jennifer Widom
10527,11213,Hector Garcia-Molina
10938,10494,Jennifer Widom
10477,11480,Dan Suciu
10822,5880,Jeffrey F. Naughton
8297,9446,Rajeev Rastogi
8637,6519,Surajit Chaudhuri
6102,6347,Divesh Srivastava
11335,9651,H. V. Jagadish
7377,9504,Joseph M. Hellerstein
11449,11701,Richard T. Snodgrass
8106,9894,Michael J. Franklin
10600,11293,Kenneth A. Ross
11617,6347,Laks V. S. Lakshmanan
9442,8186,Michael J. Carey
8434,10199,David J. DeWitt
3909,2322,Hector Garcia-Molina
2125,4805,Surajit Chaudhuri
4339,1873,H. V. Jagadish
4717,5100,Joseph M. Hellerstein
4589,4843,Jennifer Widom
10527,8398,Hector Garcia-Molina
10174,7683,Jennifer Widom
10477,6873,Dan Suciu
11335,9089,Jeffrey F. Naughton
8297,7914,Rajeev Rastogi
10430,9089,Surajit Chaudhuri
6102,11479,Divesh Srivastava
11335,11066,H. V. Jagadish
7377,9505,Joseph M. Hellerstein
11449,9532,Richard T. Snodgrass
8106,11183,Michael J. Franklin
10600,11678,Kenneth A. Ross
11617,9806,Laks V. S. Lakshmanan
11497,10757,Michael J. Carey
8434,10841,David J. DeWitt
3909,3091,Hector Garcia-Molina
2125,2374,Surajit Chaudhuri
4339,4567,H. V. Jagadish
4717,1263,Joseph M. Hellerstein
4589,5104,Jennifer Widom
10527,7119,Hector Garcia-Molina
10174,8966,Jennifer Widom
10477,8798,Dan Suciu
11335,7048,Jeffrey F. Naughton
8297,7916,Rajeev Rastogi
10430,9345,Surajit Chaudhuri
6102,7265,Divesh Srivastava
11335,8123,H. V. Jagadish
7377,6050,Joseph M. Hellerstein
11449,10173,Richard T. Snodgrass
8106,8376,Michael J. Franklin
10600,8740,Kenneth A. Ross
11617,10835,Laks V. S. Lakshmanan
11497,9222,Michael J. Carey
8434,7386,David J. DeWitt
3909,3349,Hector Garcia-Molina
2125,712,Surajit Chaudhuri
4339,3546,H. V. Jagadish
4717,4338,Joseph M. Hellerstein
4589,4338,Jennifer Widom
10527,11214,Hector Garcia-Molina
10174,7688,Jennifer Widom
10477,5856,Dan Suciu
11335,7692,Jeffrey F. Naughton
8297,6126,Rajeev Rastogi
10430,6275,Surajit Chaudhuri
6102,8930,Divesh Srivastava
11335,10555,H. V. Jagadish
7377,10917,Joseph M. Hellerstein
11449,9150,Richard T. Snodgrass
8106,9786,Michael J. Franklin
10600,7462,Kenneth A. Ross
11617,8926,Laks V. S. Lakshmanan
11497,9611,Michael J. Carey
8434,10720,David J. DeWitt
3909,2710,Hector Garcia-Molina
2125,3784,Surajit Chaudhuri
4339,4706,H. V. Jagadish
4717,5629,Joseph M. Hellerstein
4589,4605,Jennifer Widom
10527,7121,Hector Garcia-Molina
10174,10505,Jennifer Widom
10477,6245,Dan Suciu
11335,8078,Jeffrey F. Naughton
8297,11511,Rajeev Rastogi
10430,9602,Surajit Chaudhuri
6102,8804,Divesh Srivastava
11335,7104,H. V. Jagadish
7377,7974,Joseph M. Hellerstein
11449,8642,Richard T. Snodgrass
8106,10044,Michael J. Franklin
10600,7851,Kenneth A. Ross
11617,7265,Laks V. S. Lakshmanan
11497,11539,Michael J. Carey
8434,9195,David J. DeWitt
3909,1304,Hector Garcia-Molina
2125,2559,Surajit Chaudhuri
4339,2404,H. V. Jagadish
4717,4991,Joseph M. Hellerstein
4589,1662,Jennifer Widom
10527,8530,Hector Garcia-Molina
10174,6666,Jennifer Widom
10477,11498,Dan Suciu
11335,9489,Jeffrey F. Naughton
8297,9725,Rajeev Rastogi
10430,8325,Surajit Chaudhuri
6102,10342,Divesh Srivastava
11335,10049,H. V. Jagadish
7377,9385,Joseph M. Hellerstein
11449,10495,Richard T. Snodgrass
8106,10429,Michael J. Franklin
10600,8370,Kenneth A. Ross
11617,11361,Laks V. S. Lakshmanan
11497,7573,Michael J. Carey
8434,8686,David J. DeWitt
3909,287,Hector Garcia-Molina
2125,5579,Surajit Chaudhuri
4339,3435,H. V. Jagadish
5100,5259,Joseph M. Hellerstein
4843,5510,Jennifer Widom
10527,11222,Hector Garcia-Molina
10174,8465,Jennifer Widom
10477,8303,Dan Suciu
11335,8852,Jeffrey F. Naughton
7914,10243,Rajeev Rastogi
10430,9858,Surajit Chaudhuri
6102,11368,Divesh Srivastava
11335,11204,H. V. Jagadish
7377,9388,Joseph M. Hellerstein
11449,6084,Richard T. Snodgrass
8106,11199,Michael J. Franklin
10600,7988,Kenneth A. Ross
11617,10342,Laks V. S. Lakshmanan
11497,11419,Michael J. Carey
8434,8946,David J. DeWitt
3909,1957,Hector Garcia-Molina
2125,3026,Surajit Chaudhuri
4339,2929,H. V. Jagadish
5100,3857,Joseph M. Hellerstein
4843,3721,Jennifer Widom
10527,11350,Hector Garcia-Molina
10174,6421,Jennifer Widom
10477,8054,Dan Suciu
11335,9504,Jeffrey F. Naughton
7914,9989,Rajeev Rastogi
10430,10371,Surajit Chaudhuri
6102,11370,Divesh Srivastava
11335,8777,H. V. Jagadish
7377,11573,Joseph M. Hellerstein
11449,6852,Richard T. Snodgrass
8106,11072,Michael J. Franklin
10600,6965,Kenneth A. Ross
11617,8177,Laks V. S. Lakshmanan
11497,9379,Michael J. Carey
8434,8309,David J. DeWitt
3909,1450,Hector Garcia-Molina
2125,2903,Surajit Chaudhuri
4339,3315,H. V. Jagadish
5100,550,Joseph M. Hellerstein
4843,1556,Jennifer Widom
10527,8286,Hector Garcia-Molina
10174,7958,Jennifer Widom
10477,8955,Dan Suciu
11335,9125,Jeffrey F. Naughton
7914,10885,Rajeev Rastogi
10430,11522,Surajit Chaudhuri
6102,6510,Divesh Srivastava
11335,11352,H. V. Jagadish
7377,6326,Joseph M. Hellerstein
11449,8262,Richard T. Snodgrass
8106,11335,Michael J. Franklin
10600,6717,Kenneth A. Ross
11617,9457,Laks V. S. Lakshmanan
11497,11427,Michael J. Carey
8434,9855,David J. DeWitt
3909,3757,Hector Garcia-Molina
2125,4823,Surajit Chaudhuri
4339,3832,H. V. Jagadish
5100,810,Joseph M. Hellerstein
4843,3988,Jennifer Widom
10527,8162,Hector Garcia-Molina
10174,10904,Jennifer Widom
8303,9856,Dan Suciu
11335,11560,Jeffrey F. Naughton
7914,11148,Rajeev Rastogi
10430,8460,Surajit Chaudhuri
6102,9457,Divesh Srivastava
11335,8926,H. V. Jagadish
7377,10937,Joseph M. Hellerstein
11449,9164,Richard T. Snodgrass
8106,6472,Michael J. Franklin
10600,10821,Kenneth A. Ross
10342,9603,Laks V. S. Lakshmanan
11497,8631,Michael J. Carey
8946,7809,David J. DeWitt
3909,3502,Hector Garcia-Molina
2125,730,Surajit Chaudhuri
3832,4359,H. V. Jagadish
5100,2101,Joseph M. Hellerstein
4843,2326,Jennifer Widom
10527,8677,Hector Garcia-Molina
10174,9760,Jennifer Widom
8303,7429,Dan Suciu
11335,11689,Jeffrey F. Naughton
7914,8977,Rajeev Rastogi
10430,9614,Surajit Chaudhuri
6102,11249,Divesh Srivastava
11335,9950,H. V. Jagadish
7377,7482,Joseph M. Hellerstein
11449,8782,Richard T. Snodgrass
8106,11463,Michael J. Franklin
10600,6214,Kenneth A. Ross
10342,9228,Laks V. S. Lakshmanan
11497,11328,Michael J. Carey
8946,10882,David J. DeWitt
3909,3762,Hector Garcia-Molina
2125,4955,Surajit Chaudhuri
3832,2829,H. V. Jagadish
5100,567,Joseph M. Hellerstein
4843,5280,Jennifer Widom
10527,11365,Hector Garcia-Molina
10174,7457,Jennifer Widom
8303,6281,Dan Suciu
11335,8874,Jeffrey F. Naughton
7914,9874,Rajeev Rastogi
10430,6290,Surajit Chaudhuri
6102,10357,Divesh Srivastava
11335,6622,H. V. Jagadish
7377,11072,Joseph M. Hellerstein
11449,7249,Richard T. Snodgrass
8106,10956,Michael J. Franklin
10600,8391,Kenneth A. Ross
10342,10253,Laks V. S. Lakshmanan
11497,11258,Michael J. Carey
8946,6541,David J. DeWitt
3909,445,Hector Garcia-Molina
2125,5226,Surajit Chaudhuri
3832,782,H. V. Jagadish
5100,1470,Joseph M. Hellerstein
4843,5156,Jennifer Widom
10527,9576,Hector Garcia-Molina
10174,6050,Jennifer Widom
8303,6415,Dan Suciu
11335,7853,Jeffrey F. Naughton
7914,7836,Rajeev Rastogi
10430,6293,Surajit Chaudhuri
6102,9078,Divesh Srivastava
11335,10342,H. V. Jagadish
7377,11075,Joseph M. Hellerstein
11449,9812,Richard T. Snodgrass
8106,6351,Michael J. Franklin
10600,11205,Kenneth A. Ross
10342,10636,Laks V. S. Lakshmanan
11497,6855,Michael J. Carey
8946,8717,David J. DeWitt
3909,3134,Hector Garcia-Molina
2125,624,Surajit Chaudhuri
3832,3470,H. V. Jagadish
5100,575,Joseph M. Hellerstein
4843,2727,Jennifer Widom
10527,8169,Hector Garcia-Molina
10174,9889,Jennifer Widom
8303,9487,Dan Suciu
11335,11438,Jeffrey F. Naughton
7914,5923,Rajeev Rastogi
10430,7317,Surajit Chaudhuri
6102,10614,Divesh Srivastava
11335,10604,H. V. Jagadish
7377,11335,Joseph M. Hellerstein
11449,6104,Richard T. Snodgrass
8106,7249,Michael J. Franklin
10600,7249,Kenneth A. Ross
10342,7951,Laks V. S. Lakshmanan
11497,6727,Michael J. Carey
8946,11539,David J. DeWitt
3909,2753,Hector Garcia-Molina
2125,752,Surajit Chaudhuri
3832,2072,H. V. Jagadish
5100,5695,Joseph M. Hellerstein
4843,4775,Jennifer Widom
10527,8683,Hector Garcia-Molina
10174,10530,Jennifer Widom
8303,6801,Dan Suciu
11335,10931,Jeffrey F. Naughton
7914,10027,Rajeev Rastogi
10430,10135,Surajit Chaudhuri
6102,9720,Divesh Srivastava
11335,6637,H. V. Jagadish
7377,9032,Joseph M. Hellerstein
11449,8792,Richard T. Snodgrass
8106,7377,Michael J. Franklin
10600,6873,Kenneth A. Ross
10342,11409,Laks V. S. Lakshmanan
11497,8395,Michael J. Carey
8946,8852,David J. DeWitt
3909,323,Hector Garcia-Molina
2125,1012,Surajit Chaudhuri
3832,2971,H. V. Jagadish
5100,1347,Joseph M. Hellerstein
4843,4012,Jennifer Widom
10527,9965,Hector Garcia-Molina
10174,11173,Jennifer Widom
8303,10389,Dan Suciu
11335,8247,Jeffrey F. Naughton
7914,9136,Rajeev Rastogi
10430,11036,Surajit Chaudhuri
6102,6012,Divesh Srivastava
11335,10614,H. V. Jagadish
7377,7498,Joseph M. Hellerstein
11449,11483,Richard T. Snodgrass
8106,10449,Michael J. Franklin
10600,10467,Kenneth A. Ross
10342,11667,Laks V. S. Lakshmanan
11497,6351,Michael J. Carey
8946,11289,David J. DeWitt
3909,1865,Hector Garcia-Molina
2125,3071,Surajit Chaudhuri
3832,2716,H. V. Jagadish
5100,2499,Joseph M. Hellerstein
4843,1455,Jennifer Widom
10527,11248,Hector Garcia-Molina
10174,8747,Jennifer Widom
8303,10905,Dan Suciu
11335,10937,Jeffrey F. Naughton
7914,11184,Rajeev Rastogi
10430,9384,Surajit Chaudhuri
11479,8834,Divesh Srivastava
11335,6012,H. V. Jagadish
7377,8270,Joseph M. Hellerstein
11449,6493,Richard T. Snodgrass
8106,8661,Michael J. Franklin
10600,9831,Kenneth A. Ross
10342,8217,Laks V. S. Lakshmanan
11497,10450,Michael J. Carey
8946,10275,David J. DeWitt
3909,1617,Hector Garcia-Molina
3026,3973,Surajit Chaudhuri
3832,1438,H. V. Jagadish
5100,968,Joseph M. Hellerstein
4843,1344,Jennifer Widom
10527,8305,Hector Garcia-Molina
10174,10029,Jennifer Widom
8303,7834,Dan Suciu
11335,9791,Jeffrey F. Naughton
7914,7352,Rajeev Rastogi
10430,10539,Surajit Chaudhuri
11479,9603,Divesh Srivastava
8777,8834,H. V. Jagadish
7377,8406,Joseph M. Hellerstein
11449,9053,Richard T. Snodgrass
8106,8024,Michael J. Franklin
10600,9449,Kenneth A. Ross
10342,8986,Laks V. S. Lakshmanan
11497,6739,Michael J. Carey
8946,9508,David J. DeWitt
3909,2774,Hector Garcia-Molina
3026,2566,Surajit Chaudhuri
3832,5662,H. V. Jagadish
5100,3785,Joseph M. Hellerstein
4843,3776,Jennifer Widom
10527,7026,Hector Garcia-Molina
10174,10158,Jennifer Widom
8303,11418,Dan Suciu
11335,6214,Jeffrey F. Naughton
7914,10296,Rajeev Rastogi
10430,11057,Surajit Chaudhuri
11479,9228,Divesh Srivastava
8777,10371,H. V. Jagadish
7377,10198,Joseph M. Hellerstein
11449,8288,Richard T. Snodgrass
8106,7133,Michael J. Franklin
10600,7533,Kenneth A. Ross
10342,11550,Laks V. S. Lakshmanan
11497,10328,Michael J. Carey
8946,11560,David J. DeWitt
3909,2521,Hector Garcia-Molina
3026,2581,Surajit Chaudhuri
3832,807,H. V. Jagadish
5100,4297,Joseph M. Hellerstein
4843,2003,Jennifer Widom
10527,9586,Hector Garcia-Molina
10174,11572,Jennifer Widom
8303,11038,Dan Suciu
11335,10439,Jeffrey F. Naughton
7914,10045,Rajeev Rastogi
10430,8891,Surajit Chaudhuri
11479,10125,Divesh Srivastava
8777,11523,H. V. Jagadish
7377,7640,Joseph M. Hellerstein
11449,10336,Richard T. Snodgrass
8106,8543,Michael J. Franklin
10600,7278,Kenneth A. Ross
10342,6945,Laks V. S. Lakshmanan
11497,9691,Michael J. Carey
8946,7094,David J. DeWitt
3909,2780,Hector Garcia-Molina
3026,5270,Surajit Chaudhuri
3832,2481,H. V. Jagadish
5100,5197,Joseph M. Hellerstein
4843,2521,Jennifer Widom
10527,10361,Hector Garcia-Molina
10174,10938,Jennifer Widom
8303,10409,Dan Suciu
11335,10822,Jeffrey F. Naughton
7914,8255,Rajeev Rastogi
10430,8637,Surajit Chaudhuri
11479,10253,Divesh Srivastava
8777,10885,H. V. Jagadish
7377,6616,Joseph M. Hellerstein
11449,6247,Richard T. Snodgrass
8106,8419,Michael J. Franklin
10600,9329,Kenneth A. Ross
10342,11042,Laks V. S. Lakshmanan
11497,9435,Michael J. Carey
8946,11202,David J. DeWitt
3909,604,Hector Garcia-Molina
3026,5247,Surajit Chaudhuri
3832,2487,H. V. Jagadish
5100,4690,Joseph M. Hellerstein
4843,1378,Jennifer Widom
10527,6653,Hector Garcia-Molina
10174,10819,Jennifer Widom
8303,6205,Dan Suciu
11335,11593,Jeffrey F. Naughton
7914,7105,Rajeev Rastogi
10430,11455,Surajit Chaudhuri
11479,10127,Divesh Srivastava
8777,10886,H. V. Jagadish
7377,9952,Joseph M. Hellerstein
11449,11367,Richard T. Snodgrass
8106,9060,Michael J. Franklin
10600,9841,Kenneth A. Ross
10342,7972,Laks V. S. Lakshmanan
11497,9951,Michael J. Carey
8946,10692,David J. DeWitt
3909,2526,Hector Garcia-Molina
3026,5284,Surajit Chaudhuri
3832,5308,H. V. Jagadish
5100,5588,Joseph M. Hellerstein
4843,3682,Jennifer Widom
10527,10494,Hector Garcia-Molina
10174,11591,Jennifer Widom
8303,11583,Dan Suciu
11335,6225,Jeffrey F. Naughton
7914,11337,Rajeev Rastogi
10430,8769,Surajit Chaudhuri
11479,11280,Divesh Srivastava
8777,11270,H. V. Jagadish
7377,8804,Joseph M. Hellerstein
11449,7273,Richard T. Snodgrass
8106,8040,Michael J. Franklin
10600,7286,Kenneth A. Ross
10342,8123,Laks V. S. Lakshmanan
11497,8544,Michael J. Carey
8946,10822,David J. DeWitt
3909,3937,Hector Garcia-Molina
3026,421,Surajit Chaudhuri
3832,445,H. V. Jagadish
5100,2006,Joseph M. Hellerstein
4843,4452,Jennifer Widom
8738,7683,Hector Garcia-Molina
10174,9032,Jennifer Widom
8303,8899,Dan Suciu
11335,8529,Jeffrey F. Naughton
7914,7888,Rajeev Rastogi
10430,11073,Surajit Chaudhuri
11479,8855,Divesh Srivastava
8777,9228,H. V. Jagadish
7377,7406,Joseph M. Hellerstein
11449,6644,Richard T. Snodgrass
8106,6121,Michael J. Franklin
10600,10365,Kenneth A. Ross
10342,10301,Laks V. S. Lakshmanan
11497,8543,Michael J. Carey
8946,11335,David J. DeWitt
3909,232,Hector Garcia-Molina
3026,2218,Surajit Chaudhuri
3832,1855,H. V. Jagadish
5100,2138,Joseph M. Hellerstein
4843,1765,Jennifer Widom
8738,11397,Hector Garcia-Molina
10174,11594,Jennifer Widom
8303,7241,Dan Suciu
11335,6739,Jeffrey F. Naughton
7914,9432,Rajeev Rastogi
10430,7108,Surajit Chaudhuri
11479,6945,Divesh Srivastava
8777,10253,H. V. Jagadish
7377,7414,Joseph M. Hellerstein
11449,11508,Richard T. Snodgrass
8106,8434,Michael J. Franklin
10600,11646,Kenneth A. Ross
10342,7104,Laks V. S. Lakshmanan
11497,9442,Michael J. Carey
8946,9294,David J. DeWitt
3909,4715,Hector Garcia-Molina
3026,1072,Surajit Chaudhuri
3832,5183,H. V. Jagadish
5100,732,Joseph M. Hellerstein
4843,3813,Jennifer Widom
8738,7304,Hector Garcia-Molina
10174,11214,Jennifer Widom
8303,9550,Dan Suciu
11335,10578,Jeffrey F. Naughton
7914,6873,Rajeev Rastogi
10430,5957,Surajit Chaudhuri
11479,10919,Divesh Srivastava
8777,9237,H. V. Jagadish
8406,11653,Joseph M. Hellerstein
11449,9591,Richard T. Snodgrass
8106,8179,Michael J. Franklin
9449,6914,Kenneth A. Ross
10342,8897,Laks V. S. Lakshmanan
11497,11116,Michael J. Carey
8946,6739,David J. DeWitt
3909,5104,Hector Garcia-Molina
3026,2352,Surajit Chaudhuri
3832,1097,H. V. Jagadish
5100,1895,Joseph M. Hellerstein
4843,1129,Jennifer Widom
8738,6285,Hector Garcia-Molina
10174,7121,Jennifer Widom
8303,8785,Dan Suciu
11335,6102,Jeffrey F. Naughton
7914,9434,Rajeev Rastogi
10430,7366,Surajit Chaudhuri
11479,10281,Divesh Srivastava
8777,6806,H. V. Jagadish
8406,7563,Joseph M. Hellerstein
11449,7161,Richard T. Snodgrass
8106,9717,Michael J. Franklin
9449,10371,Kenneth A. Ross
10342,11587,Laks V. S. Lakshmanan
11497,8433,Michael J. Carey
8946,8533,David J. DeWitt
3909,5493,Hector Garcia-Molina
3026,5042,Surajit Chaudhuri
3832,2892,H. V. Jagadish
5100,3432,Joseph M. Hellerstein
4843,2283,Jennifer Widom
8738,6031,Hector Garcia-Molina
10174,10962,Jennifer Widom
8303,7764,Dan Suciu
11335,7766,Jeffrey F. Naughton
7914,7647,Rajeev Rastogi
10430,8646,Surajit Chaudhuri
11479,10676,Divesh Srivastava
8777,10519,H. V. Jagadish
8406,9739,Joseph M. Hellerstein
11449,9470,Richard T. Snodgrass
8106,11509,Michael J. Franklin
9449,7685,Kenneth A. Ross
10342,8391,Laks V. S. Lakshmanan
11497,8434,Michael J. Carey
8946,7766,David J. DeWitt
3909,2301,Hector Garcia-Molina
3026,819,Surajit Chaudhuri
3832,1873,H. V. Jagadish
5100,2283,Joseph M. Hellerstein
4843,4715,Jennifer Widom
8738,5903,Hector Garcia-Molina
10174,7892,Jennifer Widom
8303,11480,Dan Suciu
11335,8918,Jeffrey F. Naughton
7914,6880,Rajeev Rastogi
10430,8648,Surajit Chaudhuri
11479,8376,Divesh Srivastava
8777,6174,H. V. Jagadish
8406,9107,Joseph M. Hellerstein
11449,8319,Richard T. Snodgrass
8106,9983,Michael J. Franklin
9449,10125,Kenneth A. Ross
10342,6347,Laks V. S. Lakshmanan
11497,9970,Michael J. Carey
8946,10199,David J. DeWitt
1865,2945,Hector Garcia-Molina
3026,2100,Surajit Chaudhuri
3832,4567,H. V. Jagadish
5100,5099,Joseph M. Hellerstein
4843,877,Jennifer Widom
8738,7311,Hector Garcia-Molina
10174,5845,Jennifer Widom
8303,6873,Dan Suciu
11335,8280,Jeffrey F. Naughton
7914,9446,Rajeev Rastogi
10430,10961,Surajit Chaudhuri
11479,11066,Divesh Srivastava
8777,6945,H. V. Jagadish
8406,6934,Joseph M. Hellerstein
9532,6413,Richard T. Snodgrass
11183,10245,Michael J. Franklin
9449,10127,Kenneth A. Ross
10342,9806,Laks V. S. Lakshmanan
11497,8692,Michael J. Carey
8946,10841,David J. DeWitt
1865,4994,Hector Garcia-Molina
3026,1722,Surajit Chaudhuri
3832,3546,H. V. Jagadish
5100,4717,Joseph M. Hellerstein
4843,4589,Jennifer Widom
8738,8339,Hector Garcia-Molina
10174,10582,Jennifer Widom
8303,8798,Dan Suciu
11335,10199,Jeffrey F. Naughton
7914,8297,Rajeev Rastogi
10430,7763,Surajit Chaudhuri
11479,8123,Divesh Srivastava
8777,10919,H. V. Jagadish
8406,10648,Joseph M. Hellerstein
9532,9742,Richard T. Snodgrass
11183,6662,Michael J. Franklin
9449,8220,Kenneth A. Ross
10342,10835,Laks V. S. Lakshmanan
11497,8186,Michael J. Carey
8946,7386,David J. DeWitt
1865,5634,Hector Garcia-Molina
3026,4667,Surajit Chaudhuri
3832,4706,H. V. Jagadish
5100,1263,Joseph M. Hellerstein
4843,5104,Jennifer Widom
8738,11413,Hector Garcia-Molina
10174,8792,Jennifer Widom
8303,5856,Dan Suciu
11335,9180,Jeffrey F. Naughton
7914,7916,Rajeev Rastogi
10430,9816,Surajit Chaudhuri
11479,10555,Divesh Srivastava
8777,10025,H. V. Jagadish
8406,9504,Joseph M. Hellerstein
9532,8464,Richard T. Snodgrass
11183,8454,Michael J. Franklin
9449,11293,Kenneth A. Ross
10342,8926,Laks V. S. Lakshmanan
11116,10757,Michael J. Carey
8946,10720,David J. DeWitt
1865,261,Hector Garcia-Molina
3026,1092,Surajit Chaudhuri
3832,2404,H. V. Jagadish
5100,4338,Joseph M. Hellerstein
4843,4338,Jennifer Widom
8738,7191,Hector Garcia-Molina
10174,8286,Jennifer Widom
8303,6245,Dan Suciu
11335,11105,Jeffrey F. Naughton
7914,6126,Rajeev Rastogi
10430,11482,Surajit Chaudhuri
11479,10429,Divesh Srivastava
8777,9651,H. V. Jagadish
8406,9505,Joseph M. Hellerstein
9532,7959,Richard T. Snodgrass
11183,6664,Michael J. Franklin
9449,11678,Kenneth A. Ross
10342,7265,Laks V. S. Lakshmanan
11116,9222,Michael J. Carey
8946,9195,David J. DeWitt
1865,5253,Hector Garcia-Molina
3026,4805,Surajit Chaudhuri
3832,3435,H. V. Jagadish
5100,5629,Joseph M. Hellerstein
4843,4605,Jennifer Widom
8738,8599,Hector Garcia-Molina
10174,6258,Jennifer Widom
8303,11498,Dan Suciu
11335,7143,Jeffrey F. Naughton
7914,11511,Rajeev Rastogi
10430,7652,Surajit Chaudhuri
11479,7104,Divesh Srivastava
8777,11066,H. V. Jagadish
8406,6050,Joseph M. Hellerstein
9532,7191,Richard T. Snodgrass
11183,7050,Michael J. Franklin
9449,8740,Kenneth A. Ross
10342,11361,Laks V. S. Lakshmanan
11116,9611,Michael J. Carey
8946,8686,David J. DeWitt
1865,265,Hector Garcia-Molina
3026,2374,Surajit Chaudhuri
3832,2929,H. V. Jagadish
5100,4991,Joseph M. Hellerstein
4843,1662,Jennifer Widom
8738,10391,Hector Garcia-Molina
10174,9202,Jennifer Widom
8303,10477,Dan Suciu
11335,8434,Jeffrey F. Naughton
7914,9725,Rajeev Rastogi
10430,11631,Surajit Chaudhuri
11479,10821,Divesh Srivastava
8777,8123,H. V. Jagadish
8406,10917,Joseph M. Hellerstein
9532,9367,Richard T. Snodgrass
11183,9739,Michael J. Franklin
9449,7462,Kenneth A. Ross
10342,11617,Laks V. S. Lakshmanan
11116,11539,Michael J. Carey
8946,8434,David J. DeWitt
1865,2322,Hector Garcia-Molina
3026,712,Surajit Chaudhuri
3832,3315,H. V. Jagadish
1263,5259,Joseph M. Hellerstein
5104,5510,Jennifer Widom
8738,7579,Hector Garcia-Molina
10174,9207,Jennifer Widom
8303,8054,Dan Suciu
11335,10100,Jeffrey F. Naughton
7916,10243,Rajeev Rastogi
10430,10484,Surajit Chaudhuri
11479,6347,Divesh Srivastava
8777,10555,H. V. Jagadish
8406,7974,Joseph M. Hellerstein
9532,10270,Richard T. Snodgrass
11183,8595,Michael J. Franklin
