Id,dataset,title,venue,year
10579,DBLP2,Rapid Bushy Join-order Optimization with Cartesian Products,SIGMOD Conference,1996
10580,DBLP2,The Aqua Approximate Query Answering System,SIGMOD Conference,1999
10581,DBLP2,2003 SIGMOD Innovations Award Speech,SIGMOD Record,2003
10582,DBLP2,WSQ/DSQ: A Practical Approach for Combined Querying of Databases and the Web,SIGMOD Conference,2000
10583,DBLP2,NetCube: A Scalable Tool for Fast Data Mining and Compression,VLDB,2001
10586,DBLP2,A New Passenger Support System for Public Transport using Mobile Database Access,VLDB,2002
10587,DBLP2,Hot Mirroring: A Study to Hide Parity Upgrade Penalty and Degradations During Rebuilds for RAID5,SIGMOD Conference,1996
10588,DBLP2,Detection and Classification of Intrusions and Faults using Sequences of System Calls,SIGMOD Record,2001
10592,DBLP2,Multiscale Histograms: Summarizing Topological Relations in Large Spatial Datasets,VLDB,2003
10597,DBLP2,Review of Web caching and replication by Michael Rabinovich and Oliver Spatscheck. Addison Wesley 2002,SIGMOD Record,2003
10600,DBLP2,Buffering Accesses to Memory-Resident Index Structures,VLDB,2003
10601,DBLP2,Fast Similarity Search in the Presence of Noise  Scaling  and Translation in Time-Series Databases,VLDB,1995
10603,DBLP2,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,VLDB,1996
10604,DBLP2,Indexing the Distance: An Efficient Method to KNN Processing,VLDB,2001
10606,DBLP2,Sleepers and Workaholics: Caching Strategies in Mobile Environments,VLDB J.,1995
10607,DBLP2,S3: Similarity Search in CAD Database Systems,SIGMOD Conference,1997
10608,DBLP2,SQL Query Optimization: Reordering for a General Class of Queries,SIGMOD Conference,1996
10610,DBLP2,Controlling Data Warehouses with Knowledge Networks,VLDB,2000
10614,DBLP2,Approximate XML joins,SIGMOD Conference,2002
10615,DBLP2,Statistical synopses for graph-structured XML databases,SIGMOD Conference,2002
10617,DBLP2,Interview with Michael Stonebraker,SIGMOD Record,2003
10618,DBLP2,Probabilistic object bases,ACM Trans. Database Syst.,2001
10621,DBLP2,Sleepers and Workaholics: Caching Strategies in Mobile Environments,SIGMOD Conference,1994
10622,DBLP2,Keynote Address,SIGMOD Conference,1995
10624,DBLP2,Designing wrapper components for e-services in integrating heterogeneous systems,VLDB J.,2001
10626,DBLP2,Versioning and Configuration Management in an Object-Oriented Data Model,VLDB J.,1994
10627,DBLP2,Adaptive  Hands-Off Stream Mining,VLDB,2003
10630,DBLP2,Modeling High-Dimensional Index Structures using Sampling,SIGMOD Conference,2001
10632,DBLP2,Repeating History Beyond ARIES,VLDB,1999
10633,DBLP2,StorHouse Metanoia - New Applications for Database  Storage & Data Warehousing,SIGMOD Conference,2001
10636,DBLP2,Exploratory Mining and Pruning Optimizations of Constrained Association Rules,SIGMOD Conference,1998
10637,DBLP2,The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways,VLDB,1998
10639,DBLP2,Object-Oriented Extensions in SQL3: A Status Report,SIGMOD Conference,1994
10640,DBLP2,Oracle XML DB Repository,SIGMOD Conference,2003
10642,DBLP2,Foundations of Statistical Natural Language Processing - Book Review,SIGMOD Record,2002
10643,DBLP2,Optimization Algorithms for Exploiting the Parallelism-Communication Tradeoff in Pipelined Parallelism,VLDB,1994
10644,DBLP2,DataMine - Interactive Rule Discovery System,SIGMOD Conference,1995
10646,DBLP2,Caching Strategies for Data-Intensive Web Sites,VLDB,2000
10648,DBLP2,Querying the Internet with PIER,VLDB,2003
10652,DBLP2,Cache Tables: Paving the Way for an Adaptive Database Cache,VLDB,2003
10653,DBLP2,What is the Data Warehousing Problem? (Are Materialized Views the Answer?),VLDB,1996
10654,DBLP2,Optimizing Multiple Dimensional Queries Simultaneously in Multidimensional Databases,VLDB J.,2000
10656,DBLP2,The Building Blocks for Specifying Communication Behavior of Complex Objects: An Activity-Driven Approach,ACM Trans. Database Syst.,1996
10657,DBLP2,Calls for Papers / Announcements,SIGMOD Record,1994
10658,DBLP2,Record-Boundary Discovery in Web Documents,SIGMOD Conference,1999
10662,DBLP2,View Maintenance in Mobile Computing,SIGMOD Record,1995
10665,DBLP2,Balancing Performance and Data Freshness in Web Database Servers,VLDB,2003
10666,DBLP2,StatiX: making XML count,SIGMOD Conference,2002
10667,DBLP2,Transaction Timestamping in (Temporal) Databases,VLDB,2001
10668,DBLP2,Integrated Data Management for Mobile Services in the Real World,VLDB,2003
10672,DBLP2,Realm-Based Spatial Data Types: The ROSE Algebra,VLDB J.,1995
10673,DBLP2,A Transaction Replication Scheme for a Replicated Database with Node Autonomy,VLDB,1994
10675,DBLP2,In-context peer-to-peer information filtering on the Web,SIGMOD Record,2003
10676,DBLP2,The CORAL Deductive System,VLDB J.,1994
10677,DBLP2,T2: A Customizable Parallel Database for Multi-Dimensional Data,SIGMOD Record,1998
10681,DBLP2,Mapping Data in Peer-to-Peer Systems: Semantics and Algorithmic Issues,SIGMOD Conference,2003
10682,DBLP2,Storage Technology: RAID and Beyond,SIGMOD Conference,1995
10684,DBLP2,First-Class Views: A Key to User-Centered Computing,SIGMOD Record,1999
10685,DBLP2,Conceptual Modeling and Specification Generation for B2B Business Process based on ebXML,SIGMOD Record,2002
10687,DBLP2,Enhancing External Consistency in Real-Time Transactions,SIGMOD Record,1996
10689,DBLP2,NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System,VLDB,1994
10691,DBLP2,Kweelt: More than just yet another framework to query XML!,SIGMOD Conference,2001
10692,DBLP2,Storage Service Providers: a Solution for Storage Management? (Panel),VLDB,2001
10697,DBLP2,Sybase Replication Server,SIGMOD Conference,1994
10701,DBLP2,A Scalable and Highly Available Networked Database Architecture,VLDB,1999
10703,DBLP2,XML and Electronic Commerce: Enabling the Network Economy,SIGMOD Record,1998
10706,DBLP2,Hierarchies and Relative Operators in the OLAP Environment,SIGMOD Record,2000
10708,DBLP2,Partition Selection Policies in Object Database Garbage Collection,SIGMOD Conference,1994
10709,DBLP2,Mining Insurance Data at Swiss Life,VLDB,1997
10712,DBLP2,Data Bubbles: Quality Preserving Performance Boosting for Hierarchical Clustering,SIGMOD Conference,2001
10713,DBLP2,The Database and Information System Research Group at the University of Ulm,SIGMOD Record,1997
10714,DBLP2,XPath Queries on Streaming Data,SIGMOD Conference,2003
10716,DBLP2,SIGMOD Anthology Editor's Message,SIGMOD Record,2000
10718,DBLP2,Query Evaluation in Deductive Databases with Alternating Fixpoint Semantics,ACM Trans. Database Syst.,1995
10719,DBLP2,Query Caching and Optimization in Distributed Mediator Systems,SIGMOD Conference,1996
10720,DBLP2,Managing Intra-operator Parallelism in Parallel Database Systems,VLDB,1995
10721,DBLP2,Continuous K-Nearest Neighbor Queries for Continuously Moving Points with Updates,VLDB,2003
10724,DBLP2,The Network is the Database: Data Management for Highly Distributed Systems,SIGMOD Conference,2001
10727,DBLP2,Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises,SIGMOD Record,2002
10728,DBLP2,Building a Laboratory Information System Around a C++-Based Object-Oriented DBMS,VLDB,1994
10732,DBLP2,XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,VLDB,2001
10736,DBLP2,Querying Continuous Time Sequences,VLDB,1998
10738,DBLP2,XISS/R: XML Indexing and Storage System using RDBMS,VLDB,2003
10741,DBLP2,Implementation of SQL3 Structured Types with Inheritance and Value Substitutability,VLDB,1999
10744,DBLP2,Accelerating XPath location steps,SIGMOD Conference,2002
10746,DBLP2,Indexing Multiple Sets,VLDB,1994
10748,DBLP2,Improved Query Performance with Variant Indexes,SIGMOD Conference,1997
10749,DBLP2,OLAP  Relational  and Multidimensional Database Systems,SIGMOD Record,1996
10750,DBLP2,New Concurrency Control Algorithms for Accessing and Compacting B-Trees,VLDB,1994
10753,DBLP2,Update Propagation Strategies for Improving the Quality of Data on the Web,VLDB,2001
10754,DBLP2,Information Director's Message,SIGMOD Record,2000
10755,DBLP2,A Performance Study of Transitive Closure Algorithms,SIGMOD Conference,1994
10756,DBLP2,Data Management in eCommerce: The Good  the Bad  and the Ugly,SIGMOD Conference,2000
10757,DBLP2,Efficiently Publishing Relational Data as XML Documents,VLDB,2000
10759,DBLP2,On Parallel Processing of Aggregate and Scalar Functions in Object-Relational DBMS,SIGMOD Conference,1998
10760,DBLP2,Performing Jobs without Decompression in a Compressed Database System,SIGMOD Record,2003
10763,DBLP2,Replication: DB2  Oracle  or Sybase?,SIGMOD Record,1995
10765,DBLP2,Query Processing Techniques for Multiversion Access Methods,VLDB,1996
10766,DBLP2,Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting,VLDB,1997
10767,DBLP2,Information  Communication  and Money: For What Can We Charge and How Can We Meter It?,VLDB,1998
10768,DBLP2,An Axiomatic Model of Dynamic Schema Evolution in Objectbase Systems,ACM Trans. Database Syst.,1997
10769,DBLP2,Lightweight Flexible Isolation for Language-based Extensible Systems,VLDB,2002
10771,DBLP2,The WASA2 Object-Oriented Workflow Management System,SIGMOD Conference,1999
10773,DBLP2,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,VLDB,1998
10774,DBLP2,Efficient schemes for managing multiversionXML documents,VLDB J.,2002
10775,DBLP2,Active Views for Electronic Commerce,VLDB,1999
10777,DBLP2,Implementing Xquery 1.0: The Galax Experience,VLDB,2003
10780,DBLP2,Rainbow: Multi-XQuery Optimization Using Materialized XML Views,SIGMOD Conference,2003
10786,DBLP2,Promises and Realities of Active Database Systems,VLDB,1995
10787,DBLP2,Editor's Notes,SIGMOD Record,2003
10788,DBLP2,The TriGS Active Object-Oriented Database System - An Overview,SIGMOD Record,1998
10791,DBLP2,Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,VLDB,1996
10792,DBLP2,Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services,VLDB,2002
10794,DBLP2,Addressing Techniques Used in Database Object Managers O2 and Orion,SIGMOD Record,1995
10797,DBLP2,Complex relationships and knowledge discovery support in the InfoQuilt system,VLDB J.,2003
10800,DBLP2,DyDa: Data Warehouse Maintenance in Fully Concurrent Environments,SIGMOD Conference,2001
10802,DBLP2,Processing Sliding Window Multi-Joins in Continuous Queries over Data Streams,VLDB,2003
10803,DBLP2,User-cognizant multidimensional analysis,VLDB J.,2001
10804,DBLP2,Bluetooth-based sensor networks,SIGMOD Record,2003
10808,DBLP2,Active Storage for Large-Scale Data Mining and Multimedia,VLDB,1998
10809,DBLP2,The Evolution of the Web and Implications for an Incremental Crawler,VLDB,2000
10810,DBLP2,Managing Distributed Workspaces with Active XML,VLDB,2003
10814,DBLP2,Data Warehouse Configuration,VLDB,1997
10816,DBLP2,Database Principles Column - Introduction,SIGMOD Record,1999
10817,DBLP2,A Language for Manipulating Arrays,VLDB,1997
10818,DBLP2,Extracting Large Data Sets using DB2 Parallel Edition,VLDB,1996
10819,DBLP2,The WHIPS Prototype for Data Warehouse Creation and Maintenance,SIGMOD Conference,1997
10821,DBLP2,Reminiscences on Influential Papers,SIGMOD Record,2000
10822,DBLP2,Mixed Mode XML Query Processing,VLDB,2003
10827,DBLP2,Adaptive Selectivity Estimation Using Query Feedback,SIGMOD Conference,1994
10828,DBLP2,Secure Bufering in Firm Real-Time Database Systems,VLDB J.,2000
10829,DBLP2,The Impact of Technology on Commercial Transaction Processing,VLDB J.,1997
10831,DBLP2,Garlic: a new flavor of federated query processing for DB2,SIGMOD Conference,2002
10832,DBLP2,Graphical Interaction with Heterogeneous Databases,VLDB J.,1997
10834,DBLP2,Knowledge Discovery in Data Warehouses,SIGMOD Record,2000
10835,DBLP2,nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,VLDB,1998
10837,DBLP2,QUIET: Continuous Query-driven Index Tuning,VLDB,2003
10841,DBLP2,Implementing Crash Recovery in QuickStore: A Performance Study,SIGMOD Conference,1995
10842,DBLP2,The Microsoft Repository,VLDB,1997
10846,DBLP2,An Annotated Bibliography of Benchmarks for Object Databases,SIGMOD Record,1995
10847,DBLP2,Efficient Structural Joins on Indexed XML Documents,VLDB,2002
10850,DBLP2,Foundations of Preferences in Database Systems,VLDB,2002
10851,DBLP2,Data Mining: Concepts and Techniques - Book Review,SIGMOD Record,2002
10852,DBLP2,Bifocal Sampling for Skew-Resistant Join Size Estimation,SIGMOD Conference,1996
10853,DBLP2,A Transducer-Based XML Query Processor,VLDB,2002
10855,DBLP2,ALIAS: An Active Learning led Interactive Deduplication System,VLDB,2002
10859,DBLP2,Topological Relations in the World of Minimum Bounding Rectangles: A Study with R-trees,SIGMOD Conference,1995
10861,DBLP2,Experience Report: Exploiting Advanced Database Optimization Features for Large-Scale SAP R/3 Installations,VLDB,2002
10863,DBLP2,An Annotated Bibliography on Active Databases,SIGMOD Record,1995
10865,DBLP2,Optimizing View Queries in ROLEX to Support Navigable Result Trees,VLDB,2002
10866,DBLP2,Miro Web: Integrating Multiple Data Sources through Semistructured Data Types,VLDB,1999
10870,DBLP2,OFL: A Functional Execution Model for Object Query Languages,SIGMOD Conference,1995
10872,DBLP2,Information Visualization  Guest Editors' Foreword,SIGMOD Record,1996
10873,DBLP2,A Critique of ANSI SQL Isolation Levels,SIGMOD Conference,1995
10875,DBLP2,Issues and Evaluations of Caching Solutions for Web Application Acceleration,VLDB,2002
10877,DBLP2,Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl,SIGMOD Record,2000
10878,DBLP2,Database Performance in the Real World - TPC-D and SAP R/3 (Experience Paper),SIGMOD Conference,1997
10881,DBLP2,Advances in Real-Time Database Systems Research,SIGMOD Record,1996
10882,DBLP2,OPT++: An Object-Oriented Implementation for Extensible Database Query Optimization,VLDB J.,1999
10883,DBLP2,Comparing Hierarchical Data in External Memory,VLDB,1999
10884,DBLP2,Standards in Practice,SIGMOD Record,1998
10885,DBLP2,Dalí: A High Performance Main Memory Storage Manager,VLDB,1994
10886,DBLP2,OdeFS: A File System Interface to an Object-Oriented Database,VLDB,1994
10889,DBLP2,Some Remarks on Variable Independence  Closure  and Orthographic Dimension in Constraint Databases,SIGMOD Record,1999
10890,DBLP2,Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,VLDB,1996
10891,DBLP2,Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,VLDB,1999
10893,DBLP2,Scalablity and Availability in Oracle7 7.3,VLDB,1996
10895,DBLP2,Algorithms for Mining Distance-Based Outliers in Large Datasets,VLDB,1998
10896,DBLP2,Automating physical database design in a parallel database,SIGMOD Conference,2002
10897,DBLP2,Fast Time Sequence Indexing for Arbitrary Lp Norms,VLDB,2000
10899,DBLP2,On the Issue of Valid Time(s) in Temporal Databases,SIGMOD Record,1995
10904,DBLP2,An Algebraic Approach to Rule Analysis in Expert Database Systems,VLDB,1994
10905,DBLP2,A Formal Perspective on the View Selection Problem,VLDB,2001
10907,DBLP2,Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,SIGMOD Record,1999
10917,DBLP2,Concurrency and Recovery in Generalized Search Trees,SIGMOD Conference,1997
10918,DBLP2,Parametric Query Optimization for Linear and Piecewise Linear Cost Functions,VLDB,2002
10919,DBLP2,Approximate String Joins in a Database (Almost) for Free,VLDB,2001
10920,DBLP2,Editor's (Farewell) Notes,SIGMOD Record,1995
10921,DBLP2,Histogram-Based Approximation of Set-Valued Query-Answers,VLDB,1999
10922,DBLP2,To Weave the Web,VLDB,1997
10923,DBLP2,The Oracle Universal Server Buffer,VLDB,1997
10925,DBLP2,Discovery of Influence Sets in Frequently Updated Databases,VLDB,2001
10927,DBLP2,Editor's Notes,SIGMOD Record,2001
10928,DBLP2,Maintenance of Implication Integrity Constraints Under Updates to Constraints,VLDB J.,1998
10930,DBLP2,Redo Recovery after System Crashes,VLDB,1995
10931,DBLP2,Middle-tier database caching for e-business,SIGMOD Conference,2002
10932,DBLP2,Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce,VLDB,1998
10934,DBLP2,An Adaptive Data Replication Algorithm,ACM Trans. Database Syst.,1997
10935,DBLP2,Temporal Aggregation in Active Database Rules,SIGMOD Conference,1997
10937,DBLP2,Generalized Search Trees for Database Systems,VLDB,1995
10938,DBLP2,Editor's Notes,SIGMOD Record,1995
10939,DBLP2,Fast-Start: Quick Fault Recovery in Oracle,SIGMOD Conference,2001
10942,DBLP2,A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data,SIGMOD Conference,1997
10945,DBLP2,Announcements from NSF  NASA  and Elsewhere,SIGMOD Record,1994
10946,DBLP2,Fractal prefetching B±Trees: optimizing both cache and disk performance,SIGMOD Conference,2002
10948,DBLP2,Schema Mapping as Query Discovery,VLDB,2000
10949,DBLP2,Object-Oriented Features of DB2 Client/Server,SIGMOD Conference,1994
10950,DBLP2,The n-Tier Hub Technology,SIGMOD Record,2002
10954,DBLP2,Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual Similarity,SIGMOD Conference,1998
10955,DBLP2,New Sampling-Based Summary Statistics for Improving Approximate Query Answers,SIGMOD Conference,1998
10956,DBLP2,Performance Tradeoffs for Client-Server Query Processing,SIGMOD Conference,1996
10957,DBLP2,Selective information dissemination in P2P networks: problems and solutions,SIGMOD Record,2003
10961,DBLP2,Self-tuning Histograms: Building Histograms Without Looking at Data,SIGMOD Conference,1999
10962,DBLP2,Lore: A Database Management System for Semistructured Data,SIGMOD Record,1997
10963,DBLP2,DB2 Spatial Extender - Spatial data within the RDBMS,VLDB,2001
10965,DBLP2,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,VLDB,2000
10966,DBLP2,Warping Indexes with Envelope Transforms for Query by Humming,SIGMOD Conference,2003
10967,DBLP2,OBK - An Online High Energy Physics' Meta-Data Repository,VLDB,2002
10995,DBLP2,Data Mining Using Two-Dimensional Optimized Accociation Rules: Scheme  Algorithms  and Visualization,SIGMOD Conference,1996
10996,DBLP2,A Top-Down Approach for Two Level Serializability,VLDB,1994
10999,DBLP2,Xcerpt and visXcerpt: From Pattern-Based to Visual Querying of XML and Semistructured Data,VLDB,2003
11004,DBLP2,Query Unnesting in Object-Oriented Databases,SIGMOD Conference,1998
11005,DBLP2,An Evaluation of Generic Bulk Loading Techniques,VLDB,2001
11006,DBLP2,Scientific OLAP for the Biotech Domain,VLDB,2001
11007,DBLP2,Privacy-Preserving Data Mining,SIGMOD Conference,2000
11008,DBLP2,Evaluating Probabilistic Queries over Imprecise Data,SIGMOD Conference,2003
11010,DBLP2,Managing uncertainty in sensor database,SIGMOD Record,2003
11011,DBLP2,Fault Tolerant Design of Multimedia Servers,SIGMOD Conference,1995
11012,DBLP2,Edgar F. Codd: a tribute and personal memoir,SIGMOD Record,2003
11013,DBLP2,New TPC Benchmarks for Decision Support and Web Commerce,SIGMOD Record,2000
11015,DBLP2,Energy and rate based MAC protocol for wireless sensor networks,SIGMOD Record,2003
11019,DBLP2,Distributed Top-N Query Processing with Possibly Uncooperative Local Systems,VLDB,2003
11021,DBLP2,Searching on the Secondary Structure of Protein Sequences,VLDB,2002
11023,DBLP2,Guest editor's introduction,SIGMOD Record,2003
11024,DBLP2,Efficient Concurrency Control for Broadcast Environments,SIGMOD Conference,1999
11026,DBLP2,Mining Generalized Association Rules,VLDB,1995
11027,DBLP2,Mobile Computing and Databases: Anything New?,SIGMOD Record,1995
11028,DBLP2,Research issues for data communication in mobile ad-hoc network database systems,SIGMOD Record,2003
11030,DBLP2,Association Rules over Interval Data,SIGMOD Conference,1997
11032,DBLP2,XPath processing in a nutshell,SIGMOD Record,2003
11033,DBLP2,Location-based Spatial Queries,SIGMOD Conference,2003
11035,DBLP2,Building and Customizing Data-Intensive Web Sites Using Weave,VLDB,2000
11036,DBLP2,STHoles: A Multidimensional Workload-Aware Histogram,SIGMOD Conference,2001
11037,DBLP2,Contextualizing the Information Space in Federated Digital Libraries,SIGMOD Record,1999
11038,DBLP2,A formal perspective on the view selection problem,VLDB J.,2002
11039,DBLP2,Databases and Workflow Management: What is it All About? (Panel),VLDB,1995
11041,DBLP2,Industry Perspectives,SIGMOD Record,1997
11042,DBLP2,Quotient Cube: How to Summarize the Semantics of a Data Cube,VLDB,2002
11043,DBLP2,Finding Generalized Projected Clusters In High Dimensional Spaces,SIGMOD Conference,2000
11044,DBLP2,Hector Garcia-Molina Speaks Out,SIGMOD Record,2002
11045,DBLP2,Efficient Maintenance of Materialized Mediated Views,SIGMOD Conference,1995
11047,DBLP2,Improving Performance in Replicated Databases through Relaxed Coherency,VLDB,1995
11050,DBLP2,Supporting Procedural Constructs in SQL Compilers,VLDB,1996
11051,DBLP2,The Zero Latency Enterprise,VLDB,2000
11053,DBLP2,An environmental sensor network to determine drinking water quality and security,SIGMOD Record,2003
11057,DBLP2,Top-k selection queries over relational databases: Mapping strategies and performance evaluation,ACM Trans. Database Syst.,2002
11058,DBLP2,Indexing Large Metric Spaces for Similarity Search Queries,ACM Trans. Database Syst.,1999
11059,DBLP2,Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes,SIGMOD Conference,2000
11062,DBLP2,Linking Business to Deliver Value: A Data Management Challenge,VLDB,2000
11063,DBLP2,VisDB: A System for Visualizing Large Databases,SIGMOD Conference,1995
11064,DBLP2,WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,VLDB,1998
11065,DBLP2,MPEG-7 Standard for Multimedia Databases,SIGMOD Conference,2001
11066,DBLP2,On Effective Multi-Dimensional Indexing for Strings,SIGMOD Conference,2000
11067,DBLP2,E-Commerce Database Issues and Experience,SIGMOD Conference,1999
11068,DBLP2,enTrans: A System for Flexible Consistency Maintenance in Directory Applications,VLDB,2002
11072,DBLP2,The Design of an Acquisitional Query Processor For Sensor Networks,SIGMOD Conference,2003
11073,DBLP2,Dynamic Sample Selection for Approximate Query Processing,SIGMOD Conference,2003
11074,DBLP2,Changing the Rules: Transformations for Rule-Based Optimizers,SIGMOD Conference,1998
11075,DBLP2,Potter's Wheel: An Interactive Data Cleaning System,VLDB,2001
11076,DBLP2,Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps,VLDB,2003
11078,DBLP2,Near Neighbor Search in Large Metric Spaces,VLDB,1995
11079,DBLP2,Robust Estimation With Sampling and Approximate Pre-Aggregation,VLDB,2003
11080,DBLP2,Jumping on the NII Bandwagon,SIGMOD Record,1994
11081,DBLP2,OminiSearch: A Method for Searching Dynamic Content on the Web,SIGMOD Conference,2001
11082,DBLP2,Mid-tier caching: the TimesTen approach,SIGMOD Conference,2002
11083,DBLP2,Don't Be Lazy  Be Consistent: Postgres-R  A New Way to Implement Database Replication,VLDB,2000
11084,DBLP2,Engineering Federated Information Systems: Report of EFIS '99 Workshop,SIGMOD Record,1999
11088,DBLP2,Information Integration: The MOMIS Project Demonstration,VLDB,2000
11093,DBLP2,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,SIGMOD Record,1996
11094,DBLP2,Florida International University High Performance Database Research Center,SIGMOD Record,1995
11103,DBLP2,Using Versions in Update Transactions: Application to Integrity Checking,VLDB,1997
11105,DBLP2,An Array-Based Algorithm for Simultaneous Multidimensional Aggregates,SIGMOD Conference,1997
11106,DBLP2,Query Previews for Networked Information Systems: A Case Study with NASA Environmental Data,SIGMOD Record,1997
11110,DBLP2,Integrating Mining with Relational Database Systems: Alternatives and Implications,SIGMOD Conference,1998
11112,DBLP2,Min-Max Compression Methods for Medical Image Databases,SIGMOD Record,1997
11115,DBLP2,The Mariposa Distributed Database Management System,SIGMOD Record,1996
11116,DBLP2,O-O  What Have They Done to DB2?,VLDB,1999
11117,DBLP2,Two Techniques for On-Line Index Modification in Shared Nothing Parallel Databases,SIGMOD Conference,1996
11119,DBLP2,Query Engines for Web-Accessible XML Data,VLDB,2001
11120,DBLP2,Capturing Global Transactions from Multiple Recovery Log Files in a Partitioned Database System,VLDB,2003
11126,DBLP2,An Internet-based negotiation server for e-commerce,VLDB J.,2001
11134,DBLP2,A logical foundation for deductive object-oriented databases,ACM Trans. Database Syst.,2002
11137,DBLP2,A Layered Architecture for Querying Dynamic Web Content,SIGMOD Conference,1999
11140,DBLP2,Unpacking The Semantics of Source and Usage To Perform Semantic Reconciliation In Large-Scale Information Systems,SIGMOD Record,1999
11142,DBLP2,Analysis of Navigation Behaviour in Web Sites Integrating Multiple Information Systems,VLDB J.,2000
11145,DBLP2,Vice Chair's Message,SIGMOD Record,1999
11146,DBLP2,A Normal Form for Precisely Characterizing Redundancy in Nested Relations,ACM Trans. Database Syst.,1996
11148,DBLP2,Approximate Query Processing Using Wavelets,VLDB,2000
11149,DBLP2,ACTIVIEW: Adaptive data presentation using SuperSQL,VLDB,2001
11151,DBLP2,Bypassing Joins in Disjunctive Queries,VLDB,1995
11152,DBLP2,Applying Data Mining Techniques to a Health Insurance Information System,VLDB,1996
11156,DBLP2,On Views and XML,SIGMOD Record,1999
11157,DBLP2,Mining Fuzzy Association Rules in Databases,SIGMOD Record,1998
11160,DBLP2,Self-tuning Database Technology and Information Services: from Wishful Thinking to Viable Engineering,VLDB,2002
11164,DBLP2,DeeDS Towards a Distributed and Active Real-Time Database System,SIGMOD Record,1996
11169,DBLP2,Experiences in Mining Aviation Safety Data,SIGMOD Conference,2001
11173,DBLP2,Adaptive Filters for Continuous Queries over Distributed Data Streams,SIGMOD Conference,2003
11175,DBLP2,Semantic Assumptions and Query Evaluation in Temporal Databases,SIGMOD Conference,1995
11176,DBLP2,Hardware Acceleration for Spatial Selections and Joins,SIGMOD Conference,2003
11178,DBLP2,Data Partitioning and Load Balancing in Parallel Disk Systems,VLDB J.,1998
11179,DBLP2,Dictionary-Based Order-Preserving String Compression,VLDB J.,1997
11180,DBLP2,A Response to R. Camps' Article ``Domains  Relations and Religious Wars'',SIGMOD Record,1996
11181,DBLP2,Chair's Message,SIGMOD Record,2001
11182,DBLP2,An Alternative Storage Organization for ROLAP Aggregate Views Based on Cubetrees,SIGMOD Conference,1998
11183,DBLP2,Editor's Notes,SIGMOD Record,1999
11184,DBLP2,Capturing both Types and Constraints in Data Integration,SIGMOD Conference,2003
11185,DBLP2,Preservation of Digital Data with Self-Validating  Self-Instantiating Knowledge-Based Archives,SIGMOD Record,2001
11186,DBLP2,Tools and Transformations - Rigorous and Otherwise - for Practical Database Design,ACM Trans. Database Syst.,1994
11188,DBLP2,Normalization in OODB Design,SIGMOD Record,1995
11189,DBLP2,Scientific Journals: Extinction or Explosion? (Panel),VLDB,1995
11192,DBLP2,Using Schema Matching to Simplify Heterogeneous Data Translation,VLDB,1998
11194,DBLP2,An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs,VLDB,1998
11197,DBLP2,Multi-Dimensional Clustering: A New Data Layout Scheme in DB2,SIGMOD Conference,2003
11198,DBLP2,Incorporating XSL Processing into Database Engines,VLDB,2002
11199,DBLP2,Streaming Queries over Streaming Data,VLDB,2002
11200,DBLP2,E.piphany Epicenter Technology Overview,VLDB,2000
11201,DBLP2,A Unified Framework for Enforcing Multiple Access Control Policies,SIGMOD Conference,1997
11202,DBLP2,A case for fractured mirrors,VLDB J.,2003
11203,DBLP2,Building Notification Services with Microsoft SQLServer,SIGMOD Conference,2003
11204,DBLP2,Mining Deviants in a Time Series Database,VLDB,1999
11205,DBLP2,Querying Multiple Features of Groups in Relational Databases,VLDB,1996
11206,DBLP2,Hypothetical Queries in an OLAP Environment,VLDB,2000
11208,DBLP2,Mining Email Content for Author Identification Forensics,SIGMOD Record,2001
11213,DBLP2,Computing Capabilities of Mediators,SIGMOD Conference,1999
11214,DBLP2,The STRIP Rule System For Efficiently Maintaining Derived Data,SIGMOD Conference,1997
11215,DBLP2,Adaptive Index Structures,VLDB,2002
11216,DBLP2,Functional Properties of Information Filtering,VLDB,2001
11222,DBLP2,Incremental Updates of Inverted Lists for Text Document Retrieval,SIGMOD Conference,1994
